value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
grenadine,2,2,4.17e-05,1.0,grenadine | grenadine
zucchini or yellow squash,2,2,4.17e-05,1.0,zucchini or yellow squash | zucchini or yellow squash
sweet mini bell peppers,2,2,4.17e-05,1.0,sweet mini bell peppers | sweet mini bell peppers
dill relish,2,2,4.17e-05,1.0,dill relish | dill relish
torn romaine,2,2,4.17e-05,1.0,torn romaine | torn romaine
tbs sea salt,2,2,4.17e-05,1.0,tbs sea salt | tbs sea salt
to large tomatoes,2,2,4.17e-05,1.0,to large tomatoes | to large tomatoes
roasted piquillo pepper,2,2,4.17e-05,1.0,roasted piquillo pepper | roasted piquillo pepper
turkey 1 hour,2,2,4.17e-05,1.0,turkey 1 hour | turkey 1 hour
yamaimo,2,2,4.17e-05,1.0,yamaimo | yamaimo
packet of taco seasoning,2,2,4.17e-05,1.0,packet of taco seasoning | packet of taco seasoning
oil tomatoes,2,2,4.17e-05,1.0,oil tomatoes | oil tomatoes
rose extract,2,2,4.17e-05,1.0,rose extract | rose extract
green thai chiles,2,2,4.17e-05,1.0,green thai chiles | green thai chiles
tubetti,2,2,4.17e-05,1.0,tubetti | tubetti
worchestire sauce,2,2,4.17e-05,1.0,worchestire sauce | worchestire sauce
tbs coconut oil,2,2,4.17e-05,1.0,tbs coconut oil | tbs coconut oil
fried onions,2,2,4.17e-05,1.0,fried onions | fried onions
dry lima beans,2,2,4.17e-05,1.0,dry lima beans | dry lima beans
balsamic or red wine vinegar,2,2,4.17e-05,1.0,balsamic or red wine vinegar | balsamic or red wine vinegar
sweet pickles,2,2,4.17e-05,1.0,sweet pickles | sweet pickles
cartons chicken broth,2,2,4.17e-05,1.0,cartons chicken broth | cartons chicken broth
dry cannellini beans,2,2,4.17e-05,1.0,dry cannellini beans | dry cannellini beans
c arrabiata or marinara tomato sauce,2,2,4.17e-05,1.0,c arrabiata or marinara tomato sauce | c arrabiata or marinara tomato sauce
c italian flat leaf parsley or basil,2,2,4.17e-05,1.0,c italian flat leaf parsley or basil | c italian flat leaf parsley or basil
coconut or vegetable oil,2,2,4.17e-05,1.0,coconut or vegetable oil | coconut or vegetable oil
ginger and garlic paste,2,2,4.17e-05,1.0,ginger and garlic paste | ginger and garlic paste
red thai chiles,2,2,4.17e-05,1.0,red thai chiles | red thai chiles
ounce can low sodium black beans,2,2,4.17e-05,1.0,ounce can low sodium black beans | ounce can low sodium black beans
ball of pizza dough,2,2,4.17e-05,1.0,ball of pizza dough | ball of pizza dough
plus 1 3 cup sugar,2,2,4.17e-05,1.0,plus 1 3 cup sugar | plus 1 3 cup sugar
sake or sherry,2,2,4.17e-05,1.0,sake or sherry | sake or sherry
chipotle crema,2,2,4.17e-05,1.0,chipotle crema | chipotle crema
hollandaise sauce,2,2,4.17e-05,1.0,hollandaise sauce | hollandaise sauce
vegan bread crumbs,2,2,4.17e-05,1.0,vegan bread crumbs | vegan bread crumbs
for glaze,2,2,4.17e-05,1.0,for glaze | for glaze
quick pickled red onions,2,2,4.17e-05,1.0,quick pickled red onions | quick pickled red onions
ghee or oil,2,2,4.17e-05,1.0,ghee or oil | ghee or oil
carom seeds ajwain,2,2,4.17e-05,1.0,carom seeds ajwain | carom seeds ajwain
chickpeas garbanzo beans,2,2,4.17e-05,1.0,chickpeas garbanzo beans | chickpeas garbanzo beans
beef broth or water,2,2,4.17e-05,1.0,beef broth or water | beef broth or water
daisy brand light sour cream,2,2,4.17e-05,1.0,daisy brand light sour cream | daisy brand light sour cream
nonpareil sprinkles,2,2,4.17e-05,1.0,nonpareil sprinkles | nonpareil sprinkles
mint syrup,2,2,4.17e-05,1.0,mint syrup | mint syrup
bean thread vermicelli,2,2,4.17e-05,1.0,bean thread vermicelli | bean thread vermicelli
canned white corn,2,2,4.17e-05,1.0,canned white corn | canned white corn
raw flour tortillas,2,2,4.17e-05,1.0,raw flour tortillas | raw flour tortillas
c chili powder,2,2,4.17e-05,1.0,c chili powder | c chili powder
pink beans and or red kidney beans,2,2,4.17e-05,1.0,pink beans and or red kidney beans | pink beans and or red kidney beans
with press,2,2,4.17e-05,1.0,with press | with press
truffles,2,2,4.17e-05,1.0,truffles | truffles
chocolate cake,2,2,4.17e-05,1.0,chocolate cake | chocolate cake
tarragon or 2 teaspoons tarragon,2,2,4.17e-05,1.0,tarragon or 2 teaspoons tarragon | tarragon or 2 teaspoons tarragon
sugar free syrup,2,2,4.17e-05,1.0,sugar free syrup | sugar free syrup
coarse bread crumbs from a baguette,2,2,4.17e-05,1.0,coarse bread crumbs from a baguette | coarse bread crumbs from a baguette
shahi jeera black cumin,2,2,4.17e-05,1.0,shahi jeera black cumin | shahi jeera black cumin
shoulder meat,2,2,4.17e-05,1.0,shoulder meat | shoulder meat
plus 2 tablespoons yellow cornmeal,2,2,4.17e-05,1.0,plus 2 tablespoons yellow cornmeal | plus 2 tablespoons yellow cornmeal
yellow rock sugar,2,2,4.17e-05,1.0,yellow rock sugar | yellow rock sugar
juice of 4 lemons,2,2,4.17e-05,1.0,juice of 4 lemons | juice of 4 lemons
containers raspberries,2,2,4.17e-05,1.0,containers raspberries | containers raspberries
lobster tail meat,2,2,4.17e-05,1.0,lobster tail meat | lobster tail meat
about 1 tablespoon butter or margarine,2,2,4.17e-05,1.0,about 1 tablespoon butter or margarine | about 1 tablespoon butter or margarine
walnut oil or olive oil,2,2,4.17e-05,1.0,walnut oil or olive oil | walnut oil or olive oil
course ground black pepper,2,2,4.17e-05,1.0,course ground black pepper | course ground black pepper
fried shallots,2,2,4.17e-05,1.0,fried shallots | fried shallots
ground venison or ground beef,2,2,4.17e-05,1.0,ground venison or ground beef | ground venison or ground beef
ounce can of tomato sauce,2,2,4.17e-05,1.0,ounce can of tomato sauce | ounce can of tomato sauce
pound turkey,2,2,4.17e-05,1.0,pound turkey | pound turkey
smucker s apricot preserves,2,2,4.17e-05,1.0,smucker s apricot preserves | smucker s apricot preserves
dry wheat berries,2,2,4.17e-05,1.0,dry wheat berries | dry wheat berries
adobo sauce from canned chipotle chilis,2,2,4.17e-05,1.0,adobo sauce from canned chipotle chilis | adobo sauce from canned chipotle chilis
bottom round,2,2,4.17e-05,1.0,bottom round | bottom round
or 1 teaspoon cilantro,2,2,4.17e-05,1.0,or 1 teaspoon cilantro | or 1 teaspoon cilantro
cherry tomatoes or sub 1 can san marzano tomatoes,2,2,4.17e-05,1.0,cherry tomatoes or sub 1 can san marzano tomatoes | cherry tomatoes or sub 1 can san marzano tomatoes
loosely italian flat leaf parsley leaves,2,2,4.17e-05,1.0,loosely italian flat leaf parsley leaves | loosely italian flat leaf parsley leaves
pkg of tony romas sweet and spicy pulled pork,2,2,4.17e-05,1.0,pkg of tony romas sweet and spicy pulled pork | pkg of tony romas sweet and spicy pulled pork
smoked pancetta,2,2,4.17e-05,1.0,smoked pancetta | smoked pancetta
ripe pineapple,2,2,4.17e-05,1.0,ripe pineapple | ripe pineapple
arborio rice or other medium grain rice,2,2,4.17e-05,1.0,arborio rice or other medium grain rice | arborio rice or other medium grain rice
canned fat free refried beans,2,2,4.17e-05,1.0,canned fat free refried beans | canned fat free refried beans
leaf sage,2,2,4.17e-05,1.0,leaf sage | leaf sage
jar sun tomato alfredo sauce,2,2,4.17e-05,1.0,jar sun tomato alfredo sauce | jar sun tomato alfredo sauce
garnish basil strips,2,2,4.17e-05,1.0,garnish basil strips | garnish basil strips
plum tomatoes with juice,2,2,4.17e-05,1.0,plum tomatoes with juice | plum tomatoes with juice
sherry vinaigrette,2,2,4.17e-05,1.0,sherry vinaigrette | sherry vinaigrette
jar good quality marinara sauce,2,2,4.17e-05,1.0,jar good quality marinara sauce | jar good quality marinara sauce
cold buttermilk,2,2,4.17e-05,1.0,cold buttermilk | cold buttermilk
ounce can,2,2,4.17e-05,1.0,ounce can | ounce can
cold chicken stock,2,2,4.17e-05,1.0,cold chicken stock | cold chicken stock
yam leaf,2,2,4.17e-05,1.0,yam leaf | yam leaf
white corn tortilla chips,2,2,4.17e-05,1.0,white corn tortilla chips | white corn tortilla chips
handfuls lettuce,2,2,4.17e-05,1.0,handfuls lettuce | handfuls lettuce
waffle fries,2,2,4.17e-05,1.0,waffle fries | waffle fries
mild italian sausage links,2,2,4.17e-05,1.0,mild italian sausage links | mild italian sausage links
firm peaches,2,2,4.17e-05,1.0,firm peaches | firm peaches
chipotle chilies,2,2,4.17e-05,1.0,chipotle chilies | chipotle chilies
kirsch or brandy,2,2,4.17e-05,1.0,kirsch or brandy | kirsch or brandy
corn kernels or corn,2,2,4.17e-05,1.0,corn kernels or corn | corn kernels or corn
a small handful cilantro leaves,2,2,4.17e-05,1.0,a small handful cilantro leaves | a small handful cilantro leaves
gazpacho,2,2,4.17e-05,1.0,gazpacho | gazpacho
tortilla,2,2,4.17e-05,1.0,tortilla | tortilla
karo,2,2,4.17e-05,1.0,karo | karo
roux,2,2,4.17e-05,1.0,roux | roux
scampi,2,2,4.17e-05,1.0,scampi | scampi
extra bittersweet chocolate,2,2,4.17e-05,1.0,extra bittersweet chocolate | extra bittersweet chocolate
profiteroles,2,2,4.17e-05,1.0,profiteroles | profiteroles
rub marinade,2,2,4.17e-05,1.0,rub marinade | rub marinade
garnish powdered sugar,2,2,4.17e-05,1.0,garnish powdered sugar | garnish powdered sugar
tbs cold butter,2,2,4.17e-05,1.0,tbs cold butter | tbs cold butter
salt free italian seasoning,2,2,4.17e-05,1.0,salt free italian seasoning | salt free italian seasoning
wish bone light ranch dressing,2,2,4.17e-05,1.0,wish bone light ranch dressing | wish bone light ranch dressing
glass of red wine,2,2,4.17e-05,1.0,glass of red wine | glass of red wine
to 7 pound whole roasting chicken,2,2,4.17e-05,1.0,to 7 pound whole roasting chicken | to 7 pound whole roasting chicken
chicken quarters,2,2,4.17e-05,1.0,chicken quarters | chicken quarters
and canned water chestnuts,2,2,4.17e-05,1.0,and canned water chestnuts | and canned water chestnuts
low sodium chicken broth or beef broth,2,2,4.17e-05,1.0,low sodium chicken broth or beef broth | low sodium chicken broth or beef broth
roquefort,2,2,4.17e-05,1.0,roquefort | roquefort
near east spanish rice pilaf mix,2,2,4.17e-05,1.0,near east spanish rice pilaf mix | near east spanish rice pilaf mix
collard leaves,2,2,4.17e-05,1.0,collard leaves | collard leaves
hot green chilies,2,2,4.17e-05,1.0,hot green chilies | hot green chilies
beef chuck eye roast,2,2,4.17e-05,1.0,beef chuck eye roast | beef chuck eye roast
soft white corn tortillas,2,2,4.17e-05,1.0,soft white corn tortillas | soft white corn tortillas
tandoori masala mix,2,2,4.17e-05,1.0,tandoori masala mix | tandoori masala mix
sugar syrup,2,2,4.17e-05,1.0,sugar syrup | sugar syrup
duck sauce,2,2,4.17e-05,1.0,duck sauce | duck sauce
wheat sandwich rolls,2,2,4.17e-05,1.0,wheat sandwich rolls | wheat sandwich rolls
chestnut pastry cream,2,2,4.17e-05,1.0,chestnut pastry cream | chestnut pastry cream
thinly genoa salami,2,2,4.17e-05,1.0,thinly genoa salami | thinly genoa salami
fatfre cream of chicken soup,2,2,4.17e-05,1.0,fatfre cream of chicken soup | fatfre cream of chicken soup
mixed lettuces,2,2,4.17e-05,1.0,mixed lettuces | mixed lettuces
white wine or chicken broth,2,2,4.17e-05,1.0,white wine or chicken broth | white wine or chicken broth
dry grits,2,2,4.17e-05,1.0,dry grits | dry grits
sweet italian sausage with fennel,2,2,4.17e-05,1.0,sweet italian sausage with fennel | sweet italian sausage with fennel
browning and seasoning sauce,2,2,4.17e-05,1.0,browning and seasoning sauce | browning and seasoning sauce
pepperoncini peppers,2,2,4.17e-05,1.0,pepperoncini peppers | pepperoncini peppers
bottled roasted garlic,2,2,4.17e-05,1.0,bottled roasted garlic | bottled roasted garlic
a small handful flat leaf parsley tops,2,2,4.17e-05,1.0,a small handful flat leaf parsley tops | a small handful flat leaf parsley tops
thai black sticky rice,2,2,4.17e-05,1.0,thai black sticky rice | thai black sticky rice
extra parsley,2,2,4.17e-05,1.0,extra parsley | extra parsley
inch ginger and,2,2,4.17e-05,1.0,inch ginger and | inch ginger and
acai powder,2,2,4.17e-05,1.0,acai powder | acai powder
loaf crusty country style white bread,2,2,4.17e-05,1.0,loaf crusty country style white bread | loaf crusty country style white bread
low salt chicken broth or turkey stock,2,2,4.17e-05,1.0,low salt chicken broth or turkey stock | low salt chicken broth or turkey stock
onion and or cilantro,2,2,4.17e-05,1.0,onion and or cilantro | onion and or cilantro
tomatoes or tomato sauce,2,2,4.17e-05,1.0,tomatoes or tomato sauce | tomatoes or tomato sauce
chipotle in adobo 1 tbsp sauce,2,2,4.17e-05,1.0,chipotle in adobo 1 tbsp sauce | chipotle in adobo 1 tbsp sauce
garlic mashed potatoes,2,2,4.17e-05,1.0,garlic mashed potatoes | garlic mashed potatoes
ogura an,2,2,4.17e-05,1.0,ogura an | ogura an
c white onion,2,2,4.17e-05,1.0,c white onion | c white onion
refrigerated pie crust,2,2,4.17e-05,1.0,refrigerated pie crust | refrigerated pie crust
slow cooker pulled pork,2,2,4.17e-05,1.0,slow cooker pulled pork | slow cooker pulled pork
whole wheat toast,2,2,4.17e-05,1.0,whole wheat toast | whole wheat toast
polenta or yellow cornmeal,2,2,4.17e-05,1.0,polenta or yellow cornmeal | polenta or yellow cornmeal
bread dough rolls,2,2,4.17e-05,1.0,bread dough rolls | bread dough rolls
plus 1 teaspoon oregano,2,2,4.17e-05,1.0,plus 1 teaspoon oregano | plus 1 teaspoon oregano
2 tbsp pecorino romano,2,2,4.17e-05,1.0,2 tbsp pecorino romano | 2 tbsp pecorino romano
tbs plus 1 tsp olive oil,2,2,4.17e-05,1.0,tbs plus 1 tsp olive oil | tbs plus 1 tsp olive oil
bottom round roast,2,2,4.17e-05,1.0,bottom round roast | bottom round roast
banana leaf,2,2,4.17e-05,1.0,banana leaf | banana leaf
betel leaves,2,2,4.17e-05,1.0,betel leaves | betel leaves
cream yogurt,2,2,4.17e-05,1.0,cream yogurt | cream yogurt
or raspberries,2,2,4.17e-05,1.0,or raspberries | or raspberries
butter for greasing,2,2,4.17e-05,1.0,butter for greasing | butter for greasing
thinly red onions,2,2,4.17e-05,1.0,thinly red onions | thinly red onions
chinese rock sugar,2,2,4.17e-05,1.0,chinese rock sugar | chinese rock sugar
hot pasta,2,2,4.17e-05,1.0,hot pasta | hot pasta
portabello mushrooms,2,2,4.17e-05,1.0,portabello mushrooms | portabello mushrooms
conimex seroendeng,2,2,4.17e-05,1.0,conimex seroendeng | conimex seroendeng
leekswhite and tender green parts split lengthwise,2,2,4.17e-05,1.0,leekswhite and tender green parts split lengthwise | leekswhite and tender green parts split lengthwise
crab boil,2,2,4.17e-05,1.0,crab boil | crab boil
chilled light butter,2,2,4.17e-05,1.0,chilled light butter | chilled light butter
bourbon or whiskey,2,2,4.17e-05,1.0,bourbon or whiskey | bourbon or whiskey
packaged mushrooms,2,2,4.17e-05,1.0,packaged mushrooms | packaged mushrooms
white or yellow onions,2,2,4.17e-05,1.0,white or yellow onions | white or yellow onions
chicken breasts lengthwise,2,2,4.17e-05,1.0,chicken breasts lengthwise | chicken breasts lengthwise
crema fresca or sour cream,2,2,4.17e-05,1.0,crema fresca or sour cream | crema fresca or sour cream
berbere,2,2,4.17e-05,1.0,berbere | berbere
ripe medium bananas,2,2,4.17e-05,1.0,ripe medium bananas | ripe medium bananas
mccormick perfect pinch lemon and pepper seasoning,2,2,4.17e-05,1.0,mccormick perfect pinch lemon and pepper seasoning | mccormick perfect pinch lemon and pepper seasoning
green,2,2,4.17e-05,1.0,green | green
cracked wheat,2,2,4.17e-05,1.0,cracked wheat | cracked wheat
or 2 small zucchinis,2,2,4.17e-05,1.0,or 2 small zucchinis | or 2 small zucchinis
egg yolk with 1 teaspoon water,2,2,4.17e-05,1.0,egg yolk with 1 teaspoon water | egg yolk with 1 teaspoon water
lemon cake mix,2,2,4.17e-05,1.0,lemon cake mix | lemon cake mix
spray olive oil cooking spray,2,2,4.17e-05,1.0,spray olive oil cooking spray | spray olive oil cooking spray
yellowtail snapper,2,2,4.17e-05,1.0,yellowtail snapper | yellowtail snapper
bows,2,2,4.17e-05,1.0,bows | bows
jones dairy farm all natural pork sausage,2,2,4.17e-05,1.0,jones dairy farm all natural pork sausage | jones dairy farm all natural pork sausage
lime juiced,2,2,4.17e-05,1.0,lime juiced | lime juiced
california chile,2,2,4.17e-05,1.0,california chile | california chile
zucchini or summer squash,2,2,4.17e-05,1.0,zucchini or summer squash | zucchini or summer squash
strawberry coulis,2,2,4.17e-05,1.0,strawberry coulis | strawberry coulis
spicy mayonnaise,2,2,4.17e-05,1.0,spicy mayonnaise | spicy mayonnaise
ounce cans petite tomatoes in juice,2,2,4.17e-05,1.0,ounce cans petite tomatoes in juice | ounce cans petite tomatoes in juice
cold pressed olive oil,2,2,4.17e-05,1.0,cold pressed olive oil | cold pressed olive oil
waffles,2,2,4.17e-05,1.0,waffles | waffles
a pinch of red pepper flakes,2,2,4.17e-05,1.0,a pinch of red pepper flakes | a pinch of red pepper flakes
caramel topping,2,2,4.17e-05,1.0,caramel topping | caramel topping
beef tendons,2,2,4.17e-05,1.0,beef tendons | beef tendons
tbs veal demi glace,2,2,4.17e-05,1.0,tbs veal demi glace | tbs veal demi glace
quart half and half,2,2,4.17e-05,1.0,quart half and half | quart half and half
a pinch asafoetida,2,2,4.17e-05,1.0,a pinch asafoetida | a pinch asafoetida
leftover pasta,2,2,4.17e-05,1.0,leftover pasta | leftover pasta
onion quartered,2,2,4.17e-05,1.0,onion quartered | onion quartered
cornmeal for dusting,2,2,4.17e-05,1.0,cornmeal for dusting | cornmeal for dusting
liverwurst,2,2,4.17e-05,1.0,liverwurst | liverwurst
shrimp heads,2,2,4.17e-05,1.0,shrimp heads | shrimp heads
ghee butter,2,2,4.17e-05,1.0,ghee butter | ghee butter
black black beans,2,2,4.17e-05,1.0,black black beans | black black beans
dulse flakes,2,2,4.17e-05,1.0,dulse flakes | dulse flakes
recipe guacamole,2,2,4.17e-05,1.0,recipe guacamole | recipe guacamole
mayonnaise or salad dressing,2,2,4.17e-05,1.0,mayonnaise or salad dressing | mayonnaise or salad dressing
penne or other short pasta,2,2,4.17e-05,1.0,penne or other short pasta | penne or other short pasta
reduced sodium or chicken broth,2,2,4.17e-05,1.0,reduced sodium or chicken broth | reduced sodium or chicken broth
plus 1 tsp butter,2,2,4.17e-05,1.0,plus 1 tsp butter | plus 1 tsp butter
hunt s tomato paste,2,2,4.17e-05,1.0,hunt s tomato paste | hunt s tomato paste
sausage seasoning,2,2,4.17e-05,1.0,sausage seasoning | sausage seasoning
ounce bags spinach,2,2,4.17e-05,1.0,ounce bags spinach | ounce bags spinach
brown beech mushrooms,2,2,4.17e-05,1.0,brown beech mushrooms | brown beech mushrooms
turkey breasts,2,2,4.17e-05,1.0,turkey breasts | turkey breasts
mahimahi,2,2,4.17e-05,1.0,mahimahi | mahimahi
your favorite beer,2,2,4.17e-05,1.0,your favorite beer | your favorite beer
